,id,sensor_id,timestamp,time,x,y,z,activity_label,ankle_l_x,ankle_l_y,ankle_l_z,ankle_r_x,ankle_r_y,ankle_r_z,belt_x,belt_y,belt_z,chest_x,chest_y,chest_z,labelWalking,labelFalling,labelLyingDown,labelLying,labelSittingDown,labelSitting,labelStandingFromLying,labelOnAllFours,labelSittingOnTheGround,labelStandingFromSitting,labelStandingFromSittingOnTheGround
57623,C01,020-000-032-221,633790263524516071,27.05.2009 15:05:52:450,1.01253271103,1.27584147453,0.79857981205,walking,,,,,,,1.01253271103,1.27584147453,0.79857981205,,,,1,0,0,0,0,0,0,0,0,0,0
57624,C01,010-000-024-033,633790263525056656,27.05.2009 15:05:52:507,1.1253131628,1.35610866547,-0.235418841243,walking,1.1253131628,1.35610866547,-0.235418841243,,,,,,,,,,1,0,0,0,0,0,0,0,0,0,0
57625,C01,020-000-033-111,633790263525326952,27.05.2009 15:05:52:533,0.79904538393,1.14355957508,1.38040745258,walking,,,,,,,,,,0.79904538393,1.14355957508,1.38040745258,1,0,0,0,0,0,0,0,0,0,0
57626,C01,020-000-032-221,633790263525597250,27.05.2009 15:05:52:560,1.02002120018,1.26307690144,0.790539085865,walking,,,,,,,1.02002120018,1.26307690144,0.790539085865,,,,1,0,0,0,0,0,0,0,0,0,0
57627,C01,010-000-030-096,633790263525867548,27.05.2009 15:05:52:587,0.744274616241,1.74782276154,-0.0860692858696,walking,,,,0.744274616241,1.74782276154,-0.0860692858696,,,,,,,1,0,0,0,0,0,0,0,0,0,0
57628,C01,010-000-024-033,633790263526137845,27.05.2009 15:05:52:613,1.02612006664,1.17025530338,-0.0879966169596,walking,1.02612006664,1.17025530338,-0.0879966169596,,,,,,,,,,1,0,0,0,0,0,0,0,0,0,0
57629,C01,020-000-032-221,633790263526678434,27.05.2009 15:05:52:667,1.0094666481,1.27205145359,0.79999423027,walking,,,,,,,1.0094666481,1.27205145359,0.79999423027,,,,1,0,0,0,0,0,0,0,0,0,0
57630,C01,010-000-030-096,633790263526948732,27.05.2009 15:05:52:693,0.788504958153,1.30255866051,-0.0192219112068,walking,,,,0.788504958153,1.30255866051,-0.0192219112068,,,,,,,1,0,0,0,0,0,0,0,0,0,0
57631,C01,010-000-024-033,633790263527219028,27.05.2009 15:05:52:723,1.16201674938,1.36825251579,-0.108403161168,walking,1.16201674938,1.36825251579,-0.108403161168,,,,,,,,,,1,0,0,0,0,0,0,0,0,0,0
57632,C01,020-000-033-111,633790263527489324,27.05.2009 15:05:52:750,0.787709951401,1.13495123386,1.37493956089,walking,,,,,,,,,,0.787709951401,1.13495123386,1.37493956089,1,0,0,0,0,0,0,0,0,0,0
57633,C01,020-000-032-221,633790263527759620,27.05.2009 15:05:52:777,1.0367500782,1.28705358505,0.841863036156,walking,,,,,,,1.0367500782,1.28705358505,0.841863036156,,,,1,0,0,0,0,0,0,0,0,0,0
57634,C01,010-000-030-096,633790263528029913,27.05.2009 15:05:52:803,0.887231767178,1.38608503342,0.0627248212695,walking,,,,0.887231767178,1.38608503342,0.0627248212695,,,,,,,1,0,0,0,0,0,0,0,0,0,0
57635,C01,010-000-024-033,633790263528300211,27.05.2009 15:05:52:830,0.906360566616,0.767498672009,-0.457772940397,walking,0.906360566616,0.767498672009,-0.457772940397,,,,,,,,,,1,0,0,0,0,0,0,0,0,0,0
57636,C01,020-000-032-221,633790263528840799,27.05.2009 15:05:52:883,1.03826332092,1.27069318295,0.816128969193,walking,,,,,,,1.03826332092,1.27069318295,0.816128969193,,,,1,0,0,0,0,0,0,0,0,0,0
57637,C01,010-000-030-096,633790263529111095,27.05.2009 15:05:52:910,0.70609331131,1.76679587364,-0.092264726758,walking,,,,0.70609331131,1.76679587364,-0.092264726758,,,,,,,1,0,0,0,0,0,0,0,0,0,0
57638,C01,010-000-024-033,633790263529381390,27.05.2009 15:05:52:937,1.06390857697,1.21228122711,-0.147606030107,walking,1.06390857697,1.21228122711,-0.147606030107,,,,,,,,,,1,0,0,0,0,0,0,0,0,0,0
57639,C01,020-000-033-111,633790263529651683,27.05.2009 15:05:52:967,0.803973555565,1.16459918022,1.3362582922,walking,,,,,,,,,,0.803973555565,1.16459918022,1.3362582922,1,0,0,0,0,0,0,0,0,0,0
57640,C01,020-000-032-221,633790263529921973,27.05.2009 15:05:52:993,1.03875637054,1.27320742607,0.812777578831,walking,,,,,,,1.03875637054,1.27320742607,0.812777578831,,,,1,0,0,0,0,0,0,0,0,0,0
57641,C01,010-000-030-096,633790263530192263,27.05.2009 15:05:53:020,0.775893568993,1.32204949856,-0.106023982167,walking,,,,0.775893568993,1.32204949856,-0.106023982167,,,,,,,1,0,0,0,0,0,0,0,0,0,0
57642,C01,010-000-024-033,633790263530462560,27.05.2009 15:05:53:047,1.09633517265,1.23337709904,-0.17384660244,walking,1.09633517265,1.23337709904,-0.17384660244,,,,,,,,,,1,0,0,0,0,0,0,0,0,0,0
57643,C01,020-000-032-221,633790263531003144,27.05.2009 15:05:53:100,1.02261245251,1.32277190685,0.791882395744,walking,,,,,,,1.02261245251,1.32277190685,0.791882395744,,,,1,0,0,0,0,0,0,0,0,0,0
57644,C01,010-000-030-096,633790263531273443,27.05.2009 15:05:53:127,0.822154939175,1.41726899147,-0.0686099901795,walking,,,,0.822154939175,1.41726899147,-0.0686099901795,,,,,,,1,0,0,0,0,0,0,0,0,0,0
