,id,sensor_id,timestamp,time,x,y,z,activity_label,ankle_l_x,ankle_l_y,ankle_l_z,ankle_r_x,ankle_r_y,ankle_r_z,belt_x,belt_y,belt_z,chest_x,chest_y,chest_z,labelWalking,labelFalling,labelLyingDown,labelLying,labelSittingDown,labelSitting,labelStandingFromLying,labelOnAllFours,labelSittingOnTheGround,labelStandingFromSitting,labelStandingFromSittingOnTheGround
40211,B03,020-000-033-111,633790206580762102,27.05.2009 13:30:58:077,3.34958004951,2.06000590324,1.39495337009,walking,,,,,,,,,,3.34958004951,2.06000590324,1.39495337009,1,0,0,0,0,0,0,0,0,0,0
40212,B03,010-000-024-033,633790206581032399,27.05.2009 13:30:58:103,3.07464599609,2.04090571404,0.181418180466,walking,3.07464599609,2.04090571404,0.181418180466,,,,,,,,,,1,0,0,0,0,0,0,0,0,0,0
40213,B03,020-000-032-221,633790206581302695,27.05.2009 13:30:58:130,3.34626150131,2.05468559265,1.01315319538,walking,,,,,,,3.34626150131,2.05468559265,1.01315319538,,,,1,0,0,0,0,0,0,0,0,0,0
40214,B03,010-000-024-033,633790206582113565,27.05.2009 13:30:58:210,3.0490219593,2.04466629028,0.145272612572,walking,3.0490219593,2.04466629028,0.145272612572,,,,,,,,,,1,0,0,0,0,0,0,0,0,0,0
40215,B03,010-000-030-096,633790206582654154,27.05.2009 13:30:58:267,3.22822833061,1.8163664341,0.042904227972,walking,,,,3.22822833061,1.8163664341,0.042904227972,,,,,,,1,0,0,0,0,0,0,0,0,0,0
40216,B03,020-000-033-111,633790206582924451,27.05.2009 13:30:58:293,3.15043234825,2.08400988579,1.27023589611,walking,,,,,,,,,,3.15043234825,2.08400988579,1.27023589611,1,0,0,0,0,0,0,0,0,0,0
40217,B03,010-000-024-033,633790206583194749,27.05.2009 13:30:58:320,3.06174039841,2.0314116478,0.162219300866,walking,3.06174039841,2.0314116478,0.162219300866,,,,,,,,,,1,0,0,0,0,0,0,0,0,0,0
40218,B03,020-000-032-221,633790206583465047,27.05.2009 13:30:58:347,3.26278614998,2.1638982296,1.00517988205,walking,,,,,,,3.26278614998,2.1638982296,1.00517988205,,,,1,0,0,0,0,0,0,0,0,0,0
40219,B03,010-000-030-096,633790206583735345,27.05.2009 13:30:58:373,3.1666264534,1.77964198589,0.0687880963087,walking,,,,3.1666264534,1.77964198589,0.0687880963087,,,,,,,1,0,0,0,0,0,0,0,0,0,0
40220,B03,010-000-024-033,633790206584275926,27.05.2009 13:30:58:427,3.06324720383,2.06797647476,0.209246054292,walking,3.06324720383,2.06797647476,0.209246054292,,,,,,,,,,1,0,0,0,0,0,0,0,0,0,0
40221,B03,020-000-032-221,633790206584546219,27.05.2009 13:30:58:453,3.38934969902,2.16319131851,1.04037499428,walking,,,,,,,3.38934969902,2.16319131851,1.04037499428,,,,1,0,0,0,0,0,0,0,0,0,0
40222,B03,010-000-030-096,633790206584816514,27.05.2009 13:30:58:480,3.20916032791,1.71261119843,0.272601425648,walking,,,,3.20916032791,1.71261119843,0.272601425648,,,,,,,1,0,0,0,0,0,0,0,0,0,0
40223,B03,020-000-033-111,633790206585086805,27.05.2009 13:30:58:510,3.15917062759,2.09954786301,1.21341645718,walking,,,,,,,,,,3.15917062759,2.09954786301,1.21341645718,1,0,0,0,0,0,0,0,0,0,0
40224,B03,010-000-024-033,633790206585357100,27.05.2009 13:30:58:537,3.16084051132,2.22883343697,0.368435889482,walking,3.16084051132,2.22883343697,0.368435889482,,,,,,,,,,1,0,0,0,0,0,0,0,0,0,0
40225,B03,020-000-032-221,633790206585627399,27.05.2009 13:30:58:563,3.32704138756,2.07947444916,0.982009470463,walking,,,,,,,3.32704138756,2.07947444916,0.982009470463,,,,1,0,0,0,0,0,0,0,0,0,0
40226,B03,010-000-030-096,633790206585897695,27.05.2009 13:30:58:590,3.01442551613,1.89507639408,0.0515980497003,walking,,,,3.01442551613,1.89507639408,0.0515980497003,,,,,,,1,0,0,0,0,0,0,0,0,0,0
