,id,sensor_id,timestamp,time,x,y,z,activity_label,ankle_l_x,ankle_l_y,ankle_l_z,ankle_r_x,ankle_r_y,ankle_r_z,belt_x,belt_y,belt_z,chest_x,chest_y,chest_z,labelWalking,labelFalling,labelLyingDown,labelLying,labelSittingDown,labelSitting,labelStandingFromLying,labelOnAllFours,labelSittingOnTheGround,labelStandingFromSitting,labelStandingFromSittingOnTheGround
76403,C04,010-000-024-033,633790286693171324,27.05.2009 15:44:29:317,4.69816541672,2.10156130791,0.295789808035,walking,4.69816541672,2.10156130791,0.295789808035,,,,,,,,,,1,0,0,0,0,0,0,0,0,0,0
76404,C04,010-000-030-096,633790286693441618,27.05.2009 15:44:29:343,5.21717071533,1.69888997078,0.0398249216378,walking,,,,5.21717071533,1.69888997078,0.0398249216378,,,,,,,1,0,0,0,0,0,0,0,0,0,0
76405,C04,020-000-032-221,633790286693711912,27.05.2009 15:44:29:370,4.76484298706,2.15573596954,0.883473873138,walking,,,,,,,4.76484298706,2.15573596954,0.883473873138,,,,1,0,0,0,0,0,0,0,0,0,0
76406,C04,020-000-033-111,633790286693982211,27.05.2009 15:44:29:397,4.9402346611,2.1318385601,1.43456435204,walking,,,,,,,,,,4.9402346611,2.1318385601,1.43456435204,1,0,0,0,0,0,0,0,0,0,0
76407,C04,010-000-024-033,633790286694252508,27.05.2009 15:44:29:427,4.67578744888,2.06675386429,0.296863406897,walking,4.67578744888,2.06675386429,0.296863406897,,,,,,,,,,1,0,0,0,0,0,0,0,0,0,0
76408,C04,010-000-030-096,633790286694522805,27.05.2009 15:44:29:453,5.28771877289,1.65301132202,-0.0345051176846,walking,,,,5.28771877289,1.65301132202,-0.0345051176846,,,,,,,1,0,0,0,0,0,0,0,0,0,0
76409,C04,020-000-033-111,633790286695063385,27.05.2009 15:44:29:507,4.91338729858,2.1441924572,1.41293072701,walking,,,,,,,,,,4.91338729858,2.1441924572,1.41293072701,1,0,0,0,0,0,0,0,0,0,0
76410,C04,010-000-024-033,633790286695333676,27.05.2009 15:44:29:533,4.75214099884,2.17364287376,0.1308773458,walking,4.75214099884,2.17364287376,0.1308773458,,,,,,,,,,1,0,0,0,0,0,0,0,0,0,0
76411,C04,010-000-030-096,633790286695603967,27.05.2009 15:44:29:560,4.42256402969,2.66350913048,0.139217466116,walking,,,,4.42256402969,2.66350913048,0.139217466116,,,,,,,1,0,0,0,0,0,0,0,0,0,0
76412,C04,020-000-032-221,633790286695874260,27.05.2009 15:44:29:587,4.7413725853,2.16760516167,0.860008656979,walking,,,,,,,4.7413725853,2.16760516167,0.860008656979,,,,1,0,0,0,0,0,0,0,0,0,0
76413,C04,020-000-033-111,633790286696144551,27.05.2009 15:44:29:613,4.9249458313,2.10334706306,1.42095220089,walking,,,,,,,,,,4.9249458313,2.10334706306,1.42095220089,1,0,0,0,0,0,0,0,0,0,0
76414,C04,010-000-024-033,633790286696414844,27.05.2009 15:44:29:640,4.80430746078,2.17093420029,0.106962330639,walking,4.80430746078,2.17093420029,0.106962330639,,,,,,,,,,1,0,0,0,0,0,0,0,0,0,0
