,id,sensor_id,timestamps,x,y,z,activity_label,ankle_l_x,ankle_l_y,ankle_l_z,ankle_r_x,ankle_r_y,ankle_r_z,belt_x,belt_y,belt_z,chest_x,chest_y,chest_z,labelWalking,labelFalling,labelLyingDown,labelLying,labelSittingDown,labelSitting,labelStandingFromLying,labelOnAllFours,labelSittingOnTheGround,labelStandingFromSitting,labelStandingFromSittingOnTheGround
22249,A05,010-000-030-096,1243434590840000000,4.34152507782,1.84124362469,0.0874327421188,walking,,,,4.34152507782,1.84124362469,0.0874327421188,,,,,,,1,0,0,0,0,0,0,0,0,0,0
22250,A05,010-000-024-033,1243434590867000064,4.22532558441,1.7994761467,0.403671890497,walking,4.22532558441,1.7994761467,0.403671890497,,,,,,,,,,1,0,0,0,0,0,0,0,0,0,0
22251,A05,020-000-032-221,1243434590892999936,4.34258127213,1.75565624237,0.844412744045,walking,,,,,,,4.34258127213,1.75565624237,0.844412744045,,,,1,0,0,0,0,0,0,0,0,0,0
22252,A05,020-000-033-111,1243434590920000000,4.19157743454,2.11357545853,1.37889802456,walking,,,,,,,,,,4.19157743454,2.11357545853,1.37889802456,1,0,0,0,0,0,0,0,0,0,0
22253,A05,010-000-024-033,1243434590976999936,4.26739740372,1.71772003174,0.503619253635,walking,4.26739740372,1.71772003174,0.503619253635,,,,,,,,,,1,0,0,0,0,0,0,0,0,0,0
22254,A05,020-000-032-221,1243434591003000064,4.33344221115,1.78590655327,1.00333559513,walking,,,,,,,4.33344221115,1.78590655327,1.00333559513,,,,1,0,0,0,0,0,0,0,0,0,0
22255,A05,020-000-033-111,1243434591030000128,4.16854953766,2.18791604042,1.43350720406,walking,,,,,,,,,,4.16854953766,2.18791604042,1.43350720406,1,0,0,0,0,0,0,0,0,0,0
22256,A05,010-000-030-096,1243434591056999936,4.42032623291,1.71197044849,0.607185900211,walking,,,,4.42032623291,1.71197044849,0.607185900211,,,,,,,1,0,0,0,0,0,0,0,0,0,0
22257,A05,010-000-024-033,1243434591083000064,4.28857326508,1.71871495247,0.545443892479,walking,4.28857326508,1.71871495247,0.545443892479,,,,,,,,,,1,0,0,0,0,0,0,0,0,0,0
22258,A05,020-000-032-221,1243434591110000128,4.34504652023,1.78995871544,1.05616307259,walking,,,,,,,4.34504652023,1.78995871544,1.05616307259,,,,1,0,0,0,0,0,0,0,0,0,0
22259,A05,020-000-033-111,1243434591136999936,4.19113969803,2.15509104729,1.45027077198,walking,,,,,,,,,,4.19113969803,2.15509104729,1.45027077198,1,0,0,0,0,0,0,0,0,0,0
22260,A05,010-000-024-033,1243434591192999936,4.24359083176,1.96986877918,0.499628394842,walking,4.24359083176,1.96986877918,0.499628394842,,,,,,,,,,1,0,0,0,0,0,0,0,0,0,0
22261,A05,020-000-032-221,1243434591220000000,4.33805513382,1.79599571228,1.0805054903,walking,,,,,,,4.33805513382,1.79599571228,1.0805054903,,,,1,0,0,0,0,0,0,0,0,0,0
22262,A05,020-000-033-111,1243434591247000064,4.23550415039,2.12866187096,1.38576114178,walking,,,,,,,,,,4.23550415039,2.12866187096,1.38576114178,1,0,0,0,0,0,0,0,0,0,0
22263,A05,010-000-030-096,1243434591272999936,4.40736293793,1.88415968418,0.244526445866,walking,,,,4.40736293793,1.88415968418,0.244526445866,,,,,,,1,0,0,0,0,0,0,0,0,0,0
22264,A05,010-000-024-033,1243434591300000000,4.17440795898,1.93104445934,0.579571247101,walking,4.17440795898,1.93104445934,0.579571247101,,,,,,,,,,1,0,0,0,0,0,0,0,0,0,0
