,id,sensor_id,timestamps,x,y,z,activity_label,ankle_l_x,ankle_l_y,ankle_l_z,ankle_r_x,ankle_r_y,ankle_r_z,belt_x,belt_y,belt_z,chest_x,chest_y,chest_z,labelWalking,labelFalling,labelLyingDown,labelLying,labelSittingDown,labelSitting,labelStandingFromLying,labelOnAllFours,labelSittingOnTheGround,labelStandingFromSitting,labelStandingFromSittingOnTheGround
115111,D05,010-000-024-033,1243427230760000000,2.69199061394,1.53157019615,0.431577414274,walking,2.69199061394,1.53157019615,0.431577414274,,,,,,,,,,1,0,0,0,0,0,0,0,0,0,0
115112,D05,010-000-030-096,1243427230787000064,2.52238583565,1.08916461468,-0.0919851139188,walking,,,,2.52238583565,1.08916461468,-0.0919851139188,,,,,,,1,0,0,0,0,0,0,0,0,0,0
115113,D05,020-000-032-221,1243427230812999936,2.57054233551,1.51337623596,0.837263524532,walking,,,,,,,2.57054233551,1.51337623596,0.837263524532,,,,1,0,0,0,0,0,0,0,0,0,0
115114,D05,020-000-033-111,1243427230843000064,2.58624911308,1.50642001629,1.29732179642,walking,,,,,,,,,,2.58624911308,1.50642001629,1.29732179642,1,0,0,0,0,0,0,0,0,0,0
115115,D05,010-000-024-033,1243427230870000128,2.73794341087,1.61173987389,0.522515892982,walking,2.73794341087,1.61173987389,0.522515892982,,,,,,,,,,1,0,0,0,0,0,0,0,0,0,0
115116,D05,010-000-030-096,1243427230896999936,2.56808900833,1.12556660175,-0.0526701211929,walking,,,,2.56808900833,1.12556660175,-0.0526701211929,,,,,,,1,0,0,0,0,0,0,0,0,0,0
115117,D05,020-000-032-221,1243427230923000064,2.56806516647,1.57242405415,0.898463606834,walking,,,,,,,2.56806516647,1.57242405415,0.898463606834,,,,1,0,0,0,0,0,0,0,0,0,0
115118,D05,010-000-024-033,1243427230976999936,2.80705523491,1.17067182064,-0.0795577690005,walking,2.80705523491,1.17067182064,-0.0795577690005,,,,,,,,,,1,0,0,0,0,0,0,0,0,0,0
115119,D05,010-000-030-096,1243427231003000064,2.5911924839,1.15626823902,-0.0235703978688,walking,,,,2.5911924839,1.15626823902,-0.0235703978688,,,,,,,1,0,0,0,0,0,0,0,0,0,0
115120,D05,020-000-032-221,1243427231030000128,2.53189110756,1.51885223389,0.869546353817,walking,,,,,,,2.53189110756,1.51885223389,0.869546353817,,,,1,0,0,0,0,0,0,0,0,0,0
115121,D05,020-000-033-111,1243427231056999936,2.59837079048,1.5260682106,1.30087804794,walking,,,,,,,,,,2.59837079048,1.5260682106,1.30087804794,1,0,0,0,0,0,0,0,0,0,0
115122,D05,010-000-024-033,1243427231087000064,2.66887664795,1.41138064861,0.351357102394,walking,2.66887664795,1.41138064861,0.351357102394,,,,,,,,,,1,0,0,0,0,0,0,0,0,0,0
115123,D05,010-000-030-096,1243427231112999936,2.88330030441,1.10525214672,-0.647643446922,walking,,,,2.88330030441,1.10525214672,-0.647643446922,,,,,,,1,0,0,0,0,0,0,0,0,0,0
115124,D05,020-000-032-221,1243427231140000000,2.51245808601,1.4586199522,0.798360109329,walking,,,,,,,2.51245808601,1.4586199522,0.798360109329,,,,1,0,0,0,0,0,0,0,0,0,0
115125,D05,010-000-024-033,1243427231192999936,2.7773835659,1.21128737926,-0.094123005867,walking,2.7773835659,1.21128737926,-0.094123005867,,,,,,,,,,1,0,0,0,0,0,0,0,0,0,0
115126,D05,020-000-032-221,1243427231247000064,2.57328653336,1.45514535904,0.789182841778,walking,,,,,,,2.57328653336,1.45514535904,0.789182841778,,,,1,0,0,0,0,0,0,0,0,0,0
