,id,sensor_id,timestamps,x,y,z,activity_label,ankle_l_x,ankle_l_y,ankle_l_z,ankle_r_x,ankle_r_y,ankle_r_z,belt_x,belt_y,belt_z,chest_x,chest_y,chest_z,labelWalking,labelFalling,labelLyingDown,labelLying,labelSittingDown,labelSitting,labelStandingFromLying,labelOnAllFours,labelSittingOnTheGround,labelStandingFromSitting,labelStandingFromSittingOnTheGround
155967,E05,020-000-033-111,1243424747712999936,0.955360949039,1.37374007702,1.26280665398,walking,,,,,,,,,,0.955360949039,1.37374007702,1.26280665398,1,0,0,0,0,0,0,0,0,0,0
155968,E05,010-000-030-096,1243424747743000064,1.00398182869,1.2385879755,0.00745725817978,walking,,,,1.00398182869,1.2385879755,0.00745725817978,,,,,,,1,0,0,0,0,0,0,0,0,0,0
155969,E05,010-000-024-033,1243424747769999872,0.978903472424,1.10547864437,-0.288821786642,walking,0.978903472424,1.10547864437,-0.288821786642,,,,,,,,,,1,0,0,0,0,0,0,0,0,0,0
155970,E05,020-000-032-221,1243424747796999936,1.06598782539,1.27248954773,0.835044503212,walking,,,,,,,1.06598782539,1.27248954773,0.835044503212,,,,1,0,0,0,0,0,0,0,0,0,0
155971,E05,010-000-030-096,1243424747849999872,1.00678443909,1.19132435322,0.0973677784204,walking,,,,1.00678443909,1.19132435322,0.0973677784204,,,,,,,1,0,0,0,0,0,0,0,0,0,0
155972,E05,010-000-024-033,1243424747876999936,0.962677776814,1.14622962475,-0.383003234863,walking,0.962677776814,1.14622962475,-0.383003234863,,,,,,,,,,1,0,0,0,0,0,0,0,0,0,0
155973,E05,020-000-032-221,1243424747903000064,1.0646930933,1.28177523613,0.79720968008,walking,,,,,,,1.0646930933,1.28177523613,0.79720968008,,,,1,0,0,0,0,0,0,0,0,0,0
155974,E05,020-000-033-111,1243424747929999872,0.937683463097,1.33286523819,1.26723515987,walking,,,,,,,,,,0.937683463097,1.33286523819,1.26723515987,1,0,0,0,0,0,0,0,0,0,0
155975,E05,010-000-030-096,1243424747956999936,1.0346095562,1.31510031223,0.0419762581587,walking,,,,1.0346095562,1.31510031223,0.0419762581587,,,,,,,1,0,0,0,0,0,0,0,0,0,0
155976,E05,010-000-024-033,1243424747987000064,1.02834689617,1.1490213871,-0.235507339239,walking,1.02834689617,1.1490213871,-0.235507339239,,,,,,,,,,1,0,0,0,0,0,0,0,0,0,0
155977,E05,020-000-032-221,1243424748012999936,1.0698517561,1.24098455906,0.821143448353,walking,,,,,,,1.0698517561,1.24098455906,0.821143448353,,,,1,0,0,0,0,0,0,0,0,0,0
155978,E05,010-000-030-096,1243424748067000064,0.944545924664,1.40834200382,-0.0393536947668,walking,,,,0.944545924664,1.40834200382,-0.0393536947668,,,,,,,1,0,0,0,0,0,0,0,0,0,0
